 ;Image;Region;Area-B;Area-G;Mean-B;Mean-G;IntDen-B;IntDen-G;positiv;;;
2418;16-DAPI-1-40x-402ms.tif;NBL;0.041;0.041;110.5741;1.6005;4.5353;0.0656;0;;;
671;03-DAPI-1-40x-402ms.tif;NBL;0.035;0.035;35.1548;1.6006;1.2321;0.0561;0;;;
2194;15-DAPI-1-40x-402ms.tif;NBL;0.056;0.056;74.8527;1.6008;4.191;0.0896;0;;;
1011;05-DAPI-1-40x-402ms.tif;NBL;0.0669;0.0669;38.7407;1.6013;2.5936;0.1072;0;;;
987;05-DAPI-1-40x-402ms.tif;NBL;0.0722;0.0722;40.8962;1.6015;2.951;0.1156;0;;;
850;04-DAPI-1-40x-402ms.tif;NBL;0.039;0.039;41.3565;1.6017;1.611;0.0624;0;;;
19;01-DAPI-1-40x-402ms.tif;NBL;0.0224;0.0224;54.0874;1.6019;1.209;0.0358;0;;;
2493;16-DAPI-1-40x-402ms.tif;NBL;0.0207;0.0207;104.466;1.6021;2.165;0.0332;0;;;
1670;08-DAPI-1-40x-402ms.tif;NBL;0.0297;0.0297;30.4489;1.6022;0.9053;0.0476;0;;;
2131;15-DAPI-1-40x-402ms.tif;NBL;0.0852;0.0852;70.2561;1.6025;5.9843;0.1365;0;;;
398;02-DAPI-1-40x-402ms.tif;NBL;0.0423;0.0423;72.2231;1.6026;3.0563;0.0678;0;;;
2260;15-DAPI-1-40x-402ms.tif;NBL;0.0589;0.0589;60.0055;1.6041;3.5355;0.0945;0;;;
254;02-DAPI-1-40x-402ms.tif;NBL;0.0337;0.0337;58.5273;1.6045;1.975;0.0541;0;;;
796;04-DAPI-1-40x-402ms.tif;NBL;0.0377;0.0377;40.513;1.6052;1.5254;0.0604;0;;;
1554;08-DAPI-1-40x-402ms.tif;NBL;0.0561;0.0561;28.5029;1.6054;1.599;0.0901;0;;;
1300;06-DAPI-1-40x-402ms.tif;NBL;0.0355;0.0355;21.0703;1.6055;0.7476;0.057;0;;;
2003;14-DAPI-1-40x-402ms.tif;NBL;0.0154;0.0154;62.8099;1.6056;0.9678;0.0247;0;;;
1692;08-DAPI-1-40x-402ms.tif;NBL;0.0328;0.0328;23.6821;1.606;0.776;0.0526;0;;;
1273;06-DAPI-1-40x-402ms.tif;NBL;0.0645;0.0645;23.3872;1.6061;1.5074;0.1035;0;;;
2351;16-DAPI-1-40x-402ms.tif;NBL;0.0562;0.0562;84.4247;1.6062;4.7452;0.0903;0;;;
825;04-DAPI-1-40x-402ms.tif;NBL;0.035;0.035;56.4149;1.6068;1.9772;0.0563;0;;;
266;02-DAPI-1-40x-402ms.tif;NBL;0.0238;0.0238;57.7443;1.6073;1.3722;0.0382;0;;;
50;01-DAPI-1-40x-402ms.tif;NBL;0.0321;0.0321;69.8007;1.6081;2.2419;0.0516;0;;;
574;03-DAPI-1-40x-402ms.tif;NBL;0.0476;0.0476;49.2665;1.6082;2.3468;0.0766;0;;;
867;04-DAPI-1-40x-402ms.tif;NBL;0.038;0.038;48.8486;1.6086;1.8551;0.0611;0;;;
2148;15-DAPI-1-40x-402ms.tif;NBL;0.0463;0.0463;80.4848;1.6089;3.7291;0.0745;0;;;
424;02-DAPI-1-40x-402ms.tif;NBL;0.0422;0.0422;51.4653;1.6093;2.1723;0.0679;0;;;
863;04-DAPI-1-40x-402ms.tif;NBL;0.0425;0.0425;45.9005;1.6097;1.9524;0.0685;0;;;
991;05-DAPI-1-40x-402ms.tif;NBL;0.034;0.034;37.1629;1.6102;1.2622;0.0547;0;;;
1281;06-DAPI-1-40x-402ms.tif;NBL;0.0686;0.0686;24.9383;1.6108;1.7102;0.1105;0;;;
2246;15-DAPI-1-40x-402ms.tif;NBL;0.0678;0.0678;66.2608;1.6112;4.4936;0.1093;0;;;
366;02-DAPI-1-40x-402ms.tif;NBL;0.0573;0.0573;53.1534;1.6117;3.0452;0.0923;0;;;
1632;08-DAPI-1-40x-402ms.tif;NBL;0.0257;0.0257;33.7806;1.6118;0.8687;0.0414;0;;;
751;04-DAPI-1-40x-402ms.tif;NBL;0.0266;0.0266;38.4286;1.6122;1.0216;0.0429;0;;;
668;03-DAPI-1-40x-402ms.tif;NBL;0.0299;0.0299;42.558;1.6123;1.2745;0.0483;0;;;
2150;15-DAPI-1-40x-402ms.tif;NBL;0.0546;0.0546;68.5109;1.6123;3.7393;0.088;0;;;
48;01-DAPI-1-40x-402ms.tif;NBL;0.0155;0.0155;45.5874;1.6154;0.7074;0.0251;0;;;
323;02-DAPI-1-40x-402ms.tif;NBL;0.0268;0.0268;53.2024;1.6154;1.4259;0.0433;0;;;
1268;06-DAPI-1-40x-402ms.tif;NBL;0.1134;0.1134;20.6545;1.6163;2.342;0.1833;0;;;
922;04-DAPI-1-40x-402ms.tif;NBL;0.0716;0.0716;41.5136;1.6167;2.973;0.1158;0;;;
234;02-DAPI-1-40x-402ms.tif;NBL;0.0595;0.0595;50.7226;1.6168;3.0161;0.0961;0;;;
570;03-DAPI-1-40x-402ms.tif;NBL;0.064;0.064;46.9542;1.6169;3.006;0.1035;0;;;
1469;07-DAPI-1-40x-402ms.tif;NBL;0.1058;0.1058;14.9333;1.6174;1.5799;0.1711;0;;;
159;01-DAPI-1-40x-402ms.tif;NBL;0.0506;0.0506;55.4485;1.618;2.8037;0.0818;0;;;
255;02-DAPI-1-40x-402ms.tif;NBL;0.043;0.043;46.2071;1.6187;1.9855;0.0696;0;;;
365;02-DAPI-1-40x-402ms.tif;NBL;0.0524;0.0524;40.3437;1.619;2.1144;0.0849;0;;;
956;04-DAPI-1-40x-402ms.tif;NBL;0.038;0.038;44.2229;1.62;1.6795;0.0615;0;;;
417;02-DAPI-1-40x-402ms.tif;NBL;0.0506;0.0506;41.2275;1.6202;2.0846;0.0819;0;;;
2311;16-DAPI-1-40x-402ms.tif;NBL;0.0315;0.0315;83.2897;1.6207;2.6209;0.051;0;;;
1022;05-DAPI-1-40x-402ms.tif;NBL;0.0238;0.0238;33.0548;1.621;0.7855;0.0385;0;;;
2242;15-DAPI-1-40x-402ms.tif;NBL;0.0267;0.0267;56.9472;1.622;1.5201;0.0433;0;;;
1997;14-DAPI-1-40x-402ms.tif;NBL;0.0265;0.0265;50.1721;1.623;1.3283;0.043;0;;;
283;02-DAPI-1-40x-402ms.tif;NBL;0.0672;0.0672;54.6139;1.6236;3.6682;0.109;0;;;
801;04-DAPI-1-40x-402ms.tif;NBL;0.0355;0.0355;49.8685;1.6239;1.7694;0.0576;0;;;
765;04-DAPI-1-40x-402ms.tif;NBL;0.0791;0.0791;46.9355;1.6241;3.7127;0.1285;0;;;
256;02-DAPI-1-40x-402ms.tif;NBL;0.0208;0.0208;54.5781;1.625;1.137;0.0339;0;;;
2356;16-DAPI-1-40x-402ms.tif;NBL;0.0378;0.0378;118.6034;1.6264;4.4785;0.0614;0;;;
2217;15-DAPI-1-40x-402ms.tif;NBL;0.0343;0.0343;53.4114;1.6266;1.8314;0.0558;0;;;
72;01-DAPI-1-40x-402ms.tif;NBL;0.0384;0.0384;57.8616;1.6271;2.2225;0.0625;0;;;
1133;05-DAPI-1-40x-402ms.tif;NBL;0.0591;0.0591;49.3908;1.6275;2.9208;0.0962;0;;;
2151;15-DAPI-1-40x-402ms.tif;NBL;0.0379;0.0379;71.6074;1.6275;2.7117;0.0616;0;;;
568;03-DAPI-1-40x-402ms.tif;NBL;0.0425;0.0425;56.7347;1.6276;2.4132;0.0692;0;;;
729;03-DAPI-1-40x-402ms.tif;NBL;0.0157;0.0157;52.6138;1.6276;0.8278;0.0256;0;;;
766;04-DAPI-1-40x-402ms.tif;NBL;0.0595;0.0595;51.062;1.6277;3.0362;0.0968;0;;;
1004;05-DAPI-1-40x-402ms.tif;NBL;0.0373;0.0373;43.8924;1.6279;1.6383;0.0608;0;;;
180;01-DAPI-1-40x-402ms.tif;NBL;0.0225;0.0225;49.8261;1.628;1.1191;0.0366;0;;;
790;04-DAPI-1-40x-402ms.tif;NBL;0.0543;0.0543;41.668;1.628;2.2606;0.0883;0;;;
418;02-DAPI-1-40x-402ms.tif;NBL;0.0652;0.0652;29.8935;1.629;1.9494;0.1062;0;;;
360;02-DAPI-1-40x-402ms.tif;NBL;0.0546;0.0546;51.7714;1.6302;2.8256;0.089;0;;;
328;02-DAPI-1-40x-402ms.tif;NBL;0.0253;0.0253;59.9914;1.6309;1.5167;0.0412;0;;;
421;02-DAPI-1-40x-402ms.tif;NBL;0.0323;0.0323;58.698;1.6309;1.898;0.0527;0;;;
1082;05-DAPI-1-40x-402ms.tif;NBL;0.0153;0.0153;46.8085;1.6312;0.7161;0.025;0;;;
724;03-DAPI-1-40x-402ms.tif;NBL;0.0358;0.0358;56.4242;1.6333;2.0204;0.0585;0;;;
1014;05-DAPI-1-40x-402ms.tif;NBL;0.0519;0.0519;39.8326;1.6339;2.066;0.0847;0;;;
1588;08-DAPI-1-40x-402ms.tif;NBL;0.0465;0.0465;27.7249;1.634;1.2906;0.0761;0;;;
1663;08-DAPI-1-40x-402ms.tif;NBL;0.0255;0.0255;29.0426;1.634;0.7406;0.0417;0;;;
983;05-DAPI-1-40x-402ms.tif;NBL;0.0294;0.0294;58.5387;1.6347;1.7214;0.0481;0;;;
1764;09-DAPI-1-40x-402ms.tif;NBL;0.0205;0.0205;123.3386;1.6349;2.5294;0.0335;0;;;
754;04-DAPI-1-40x-402ms.tif;NBL;0.0369;0.0369;61.1912;1.6353;2.2575;0.0603;0;;;
300;02-DAPI-1-40x-402ms.tif;NBL;0.0581;0.0581;57.1215;1.6355;3.316;0.0949;0;;;
1027;05-DAPI-1-40x-402ms.tif;NBL;0.0394;0.0394;44.5289;1.6364;1.7539;0.0645;0;;;
783;04-DAPI-1-40x-402ms.tif;NBL;0.0627;0.0627;51.3287;1.6367;3.2192;0.1026;0;;;
1471;07-DAPI-1-40x-402ms.tif;NBL;0.1013;0.1013;19.7227;1.637;1.9988;0.1659;0;;;
1026;05-DAPI-1-40x-402ms.tif;NBL;0.0284;0.0284;48.7824;1.6374;1.3868;0.0465;0;;;
2214;15-DAPI-1-40x-402ms.tif;NBL;0.0817;0.0817;68.664;1.6375;5.6102;0.1338;0;;;
133;01-DAPI-1-40x-402ms.tif;NBL;0.0273;0.0273;45.5794;1.6389;1.2463;0.0448;0;;;
1106;05-DAPI-1-40x-402ms.tif;NBL;0.0163;0.0163;49.42;1.64;0.8044;0.0267;0;;;
2138;15-DAPI-1-40x-402ms.tif;NBL;0.0356;0.0356;63.5549;1.6402;2.2619;0.0584;0;;;
1723;08-DAPI-1-40x-402ms.tif;NBL;0.0272;0.0272;20.3347;1.6414;0.5538;0.0447;0;;;
1576;08-DAPI-1-40x-402ms.tif;NBL;0.0431;0.0431;23.8992;1.6423;1.0295;0.0707;0;;;
1803;09-DAPI-1-40x-402ms.tif;NBL;0.0228;0.0228;106.7762;1.6429;2.4331;0.0374;0;;;
2342;16-DAPI-1-40x-402ms.tif;NBL;0.066;0.066;59.6842;1.6431;3.9375;0.1084;0;;;
784;04-DAPI-1-40x-402ms.tif;NBL;0.0381;0.0381;46.0712;1.6439;1.7547;0.0626;0;;;
1583;08-DAPI-1-40x-402ms.tif;NBL;0.0318;0.0318;28.3481;1.6451;0.9013;0.0523;0;;;
2320;16-DAPI-1-40x-402ms.tif;NBL;0.0433;0.0433;62.7243;1.6466;2.7156;0.0713;0;;;
230;02-DAPI-1-40x-402ms.tif;NBL;0.0129;0.0129;48.2269;1.6471;0.6227;0.0213;0;;;
976;05-DAPI-1-40x-402ms.tif;NBL;0.0618;0.0618;43.5491;1.6474;2.6935;0.1019;0;;;
243;02-DAPI-1-40x-402ms.tif;NBL;0.0286;0.0286;45.053;1.6477;1.2906;0.0472;0;;;
2157;15-DAPI-1-40x-402ms.tif;NBL;0.0567;0.0567;59.1453;1.6482;3.3564;0.0935;0;;;
1099;05-DAPI-1-40x-402ms.tif;NBL;0.0229;0.0229;46.8957;1.6493;1.0737;0.0378;0;;;
799;04-DAPI-1-40x-402ms.tif;NBL;0.0608;0.0608;41.6446;1.65;2.5305;0.1003;0;;;
2345;16-DAPI-1-40x-402ms.tif;NBL;0.0397;0.0397;103.8962;1.6503;4.1261;0.0655;0;;;
2379;16-DAPI-1-40x-402ms.tif;NBL;0.0255;0.0255;98.7064;1.6511;2.5169;0.0421;0;;;
1545;08-DAPI-1-40x-402ms.tif;NBL;0.0305;0.0305;31.2847;1.6512;0.9539;0.0503;0;;;
60;01-DAPI-1-40x-402ms.tif;NBL;0.0426;0.0426;59.0076;1.6514;2.5163;0.0704;0;;;
791;04-DAPI-1-40x-402ms.tif;NBL;0.0393;0.0393;51.7514;1.6519;2.0328;0.0649;0;;;
2253;15-DAPI-1-40x-402ms.tif;NBL;0.0471;0.0471;70.1475;1.6521;3.3034;0.0778;0;;;
1033;05-DAPI-1-40x-402ms.tif;NBL;0.0324;0.0324;49.6187;1.6522;1.6098;0.0536;0;;;
1725;09-DAPI-1-40x-402ms.tif;NBL;0.0366;0.0366;119.3828;1.6528;4.3655;0.0604;0;;;
213;02-DAPI-1-40x-402ms.tif;NBL;0.0404;0.0404;60.0403;1.6532;2.4235;0.0667;0;;;
361;02-DAPI-1-40x-402ms.tif;NBL;0.0608;0.0608;52.1482;1.6536;3.1687;0.1005;0;;;
2286;15-DAPI-1-40x-402ms.tif;NBL;0.0436;0.0436;53.1567;1.6542;2.3187;0.0722;0;;;
2008;14-DAPI-1-40x-402ms.tif;NBL;0.0148;0.0148;57.9632;1.6544;0.8554;0.0244;0;;;
1751;09-DAPI-1-40x-402ms.tif;NBL;0.0267;0.0267;114.2114;1.6545;3.0486;0.0442;0;;;
2465;16-DAPI-1-40x-402ms.tif;NBL;0.0217;0.0217;80.685;1.655;1.751;0.0359;0;;;
1018;05-DAPI-1-40x-402ms.tif;NBL;0.0469;0.0469;35.7986;1.6551;1.6781;0.0776;0;;;
730;03-DAPI-1-40x-402ms.tif;NBL;0.0164;0.0164;71.8609;1.6556;1.1774;0.0271;0;;;
1318;06-DAPI-1-40x-402ms.tif;NBL;0.0471;0.0471;32.7673;1.659;1.5431;0.0781;0;;;
1298;06-DAPI-1-40x-402ms.tif;NBL;0.0392;0.0392;28.1884;1.6593;1.1042;0.065;0;;;
326;02-DAPI-1-40x-402ms.tif;NBL;0.0268;0.0268;60.0283;1.6599;1.6088;0.0445;0;;;
1334;06-DAPI-1-40x-402ms.tif;NBL;0.0501;0.0501;25.9091;1.6602;1.2988;0.0832;0;;;
1577;08-DAPI-1-40x-402ms.tif;NBL;0.062;0.062;28.8634;1.6602;1.7883;0.1029;0;;;
278;02-DAPI-1-40x-402ms.tif;NBL;0.0433;0.0433;42.3083;1.6617;1.8317;0.0719;0;;;
2216;15-DAPI-1-40x-402ms.tif;NBL;0.0337;0.0337;56.7781;1.6624;1.916;0.0561;0;;;
1264;06-DAPI-1-40x-402ms.tif;NBL;0.0457;0.0457;33.209;1.6627;1.517;0.076;0;;;
1137;05-DAPI-1-40x-402ms.tif;NBL;0.0126;0.0126;50.8534;1.6638;0.6401;0.0209;0;;;
1016;05-DAPI-1-40x-402ms.tif;NBL;0.0611;0.0611;34.0337;1.6643;2.0791;0.1017;0;;;
379;02-DAPI-1-40x-402ms.tif;NBL;0.0941;0.0941;39.91;1.6644;3.7546;0.1566;0;;;
2202;15-DAPI-1-40x-402ms.tif;NBL;0.0388;0.0388;60.419;1.6648;2.347;0.0647;0;;;
807;04-DAPI-1-40x-402ms.tif;NBL;0.047;0.047;31.3002;1.6651;1.4706;0.0782;0;;;
178;01-DAPI-1-40x-402ms.tif;NBL;0.0481;0.0481;58.2709;1.6659;2.801;0.0801;0;;;
244;02-DAPI-1-40x-402ms.tif;NBL;0.0215;0.0215;68.9293;1.6667;1.4809;0.0358;0;;;
948;04-DAPI-1-40x-402ms.tif;NBL;0.0231;0.0231;34.554;1.6667;0.7986;0.0385;0;;;
2111;15-DAPI-1-40x-402ms.tif;NBL;0.0417;0.0417;84.8281;1.6667;3.5345;0.0694;0;;;
1689;08-DAPI-1-40x-402ms.tif;NBL;0.0275;0.0275;24.1225;1.668;0.6622;0.0458;0;;;
2405;16-DAPI-1-40x-402ms.tif;NBL;0.0355;0.0355;116.7829;1.6697;4.1437;0.0592;0;;;
1625;08-DAPI-1-40x-402ms.tif;NBL;0.0534;0.0534;24.5366;1.6707;1.3099;0.0892;0;;;
1631;08-DAPI-1-40x-402ms.tif;NBL;0.0336;0.0336;29.7065;1.671;0.9992;0.0562;0;;;
1053;05-DAPI-1-40x-402ms.tif;NBL;0.042;0.042;47.0207;1.6718;1.9745;0.0702;0;;;
206;02-DAPI-1-40x-402ms.tif;NBL;0.0153;0.0153;65.6241;1.6738;1.004;0.0256;0;;;
1260;06-DAPI-1-40x-402ms.tif;NBL;0.0214;0.0214;37.2081;1.6751;0.7954;0.0358;0;;;
84;01-DAPI-1-40x-402ms.tif;NBL;0.0449;0.0449;60.1957;1.6763;2.7041;0.0753;0;;;
2464;16-DAPI-1-40x-402ms.tif;NBL;0.0208;0.0208;58.5521;1.6771;1.2198;0.0349;0;;;
1;01-DAPI-1-40x-402ms.tif;NBL;0.0447;0.0447;66.1092;1.6772;2.9554;0.075;0;;;
295;02-DAPI-1-40x-402ms.tif;NBL;0.0527;0.0527;48.2222;1.679;2.543;0.0885;0;;;
1440;07-DAPI-1-40x-402ms.tif;NBL;0.068;0.068;23.3907;1.6794;1.5914;0.1143;0;;;
2226;15-DAPI-1-40x-402ms.tif;NBL;0.0254;0.0254;53.5256;1.6795;1.359;0.0426;0;;;
2016;14-DAPI-1-40x-402ms.tif;NBL;0.057;0.057;73.2724;1.68;4.174;0.0957;0;;;
2259;15-DAPI-1-40x-402ms.tif;NBL;0.0408;0.0408;65.9043;1.6809;2.6888;0.0686;0;;;
2446;16-DAPI-1-40x-402ms.tif;NBL;0.0426;0.0426;99;1.6819;4.2217;0.0717;0;;;
2357;16-DAPI-1-40x-402ms.tif;NBL;0.0328;0.0328;104.5331;1.6821;3.4255;0.0551;0;;;
2415;16-DAPI-1-40x-402ms.tif;NBL;0.0188;0.0188;115.8266;1.6821;2.1743;0.0316;0;;;
2383;16-DAPI-1-40x-402ms.tif;NBL;0.0493;0.0493;111.1938;1.6828;5.4776;0.0829;0;;;
224;02-DAPI-1-40x-402ms.tif;NBL;0.0133;0.0133;39.5447;1.6829;0.5278;0.0225;0;;;
1276;06-DAPI-1-40x-402ms.tif;NBL;0.1006;0.1006;22.8188;1.685;2.2952;0.1695;0;;;
600;03-DAPI-1-40x-402ms.tif;NBL;0.0207;0.0207;75.5602;1.6859;1.566;0.0349;0;;;
140;01-DAPI-1-40x-402ms.tif;NBL;0.0256;0.0256;62.0085;1.6864;1.5879;0.0432;0;;;
912;04-DAPI-1-40x-402ms.tif;NBL;0.0344;0.0344;29.5584;1.6877;1.0167;0.0581;0;;;
2144;15-DAPI-1-40x-402ms.tif;NBL;0.0959;0.0959;91.6968;1.6878;8.7956;0.1619;0;;;
91;01-DAPI-1-40x-402ms.tif;NBL;0.0467;0.0467;51.2465;1.6884;2.3911;0.0788;0;;;
936;04-DAPI-1-40x-402ms.tif;NBL;0.0518;0.0518;27.1111;1.6897;1.4032;0.0875;0;;;
1658;08-DAPI-1-40x-402ms.tif;NBL;0.0497;0.0497;24.5131;1.69;1.2182;0.084;0;;;
208;02-DAPI-1-40x-402ms.tif;NBL;0.0331;0.0331;65.8951;1.6918;2.1808;0.056;0;;;
329;02-DAPI-1-40x-402ms.tif;NBL;0.0155;0.0155;58.3007;1.6923;0.9046;0.0263;0;;;
30;01-DAPI-1-40x-402ms.tif;NBL;0.0502;0.0502;52.4989;1.6933;2.6375;0.0851;0;;;
805;04-DAPI-1-40x-402ms.tif;NBL;0.0475;0.0475;48.879;1.6941;2.323;0.0805;0;;;
1551;08-DAPI-1-40x-402ms.tif;NBL;0.0316;0.0316;36.9141;1.6942;1.1656;0.0535;0;;;
975;05-DAPI-1-40x-402ms.tif;NBL;0.0547;0.0547;45.1944;1.6944;2.4716;0.0927;0;;;
913;04-DAPI-1-40x-402ms.tif;NBL;0.0335;0.0335;30.7605;1.6958;1.0314;0.0569;0;;;
2459;16-DAPI-1-40x-402ms.tif;NBL;0.048;0.048;117.3484;1.6968;5.628;0.0814;0;;;
1690;08-DAPI-1-40x-402ms.tif;NBL;0.0548;0.0548;15.8396;1.697;0.8679;0.093;0;;;
212;02-DAPI-1-40x-402ms.tif;NBL;0.0498;0.0498;51.756;1.6972;2.5777;0.0845;0;;;
2282;15-DAPI-1-40x-402ms.tif;NBL;0.0566;0.0566;68.7088;1.6973;3.8917;0.0961;0;;;
62;01-DAPI-1-40x-402ms.tif;NBL;0.0431;0.0431;55.1008;1.6977;2.3736;0.0731;0;;;
947;04-DAPI-1-40x-402ms.tif;NBL;0.0187;0.0187;46.4128;1.6977;0.8662;0.0317;0;;;
835;04-DAPI-1-40x-402ms.tif;NBL;0.0191;0.0191;43.5;1.6989;0.8307;0.0324;0;;;
1998;14-DAPI-1-40x-402ms.tif;NBL;0.0177;0.0177;79.3558;1.6994;1.4035;0.0301;0;;;
13;01-DAPI-1-40x-402ms.tif;NBL;0.0676;0.0676;52.7191;1.6998;3.5638;0.1149;0;;;
2316;16-DAPI-1-40x-402ms.tif;NBL;0.0634;0.0634;100.6884;1.7003;6.3804;0.1077;0;;;
1470;07-DAPI-1-40x-402ms.tif;NBL;0.0898;0.0898;21.0507;1.7005;1.8913;0.1528;0;;;
1308;06-DAPI-1-40x-402ms.tif;NBL;0.0398;0.0398;23.6676;1.703;0.9425;0.0678;0;;;
1878;09-DAPI-1-40x-402ms.tif;NBL;0.011;0.011;75.9604;1.703;0.8325;0.0187;0;;;
2371;16-DAPI-1-40x-402ms.tif;NBL;0.0487;0.0487;99.3318;1.7038;4.8394;0.083;0;;;
325;02-DAPI-1-40x-402ms.tif;NBL;0.0213;0.0213;54.3929;1.7041;1.1568;0.0362;0;;;
1624;08-DAPI-1-40x-402ms.tif;NBL;0.055;0.055;24.497;1.7041;1.3477;0.0938;0;;;
107;01-DAPI-1-40x-402ms.tif;NBL;0.0291;0.0291;66.5821;1.7052;1.9362;0.0496;0;;;
575;03-DAPI-1-40x-402ms.tif;NBL;0.036;0.036;52.762;1.7078;1.9007;0.0615;0;;;
900;04-DAPI-1-40x-402ms.tif;NBL;0.0283;0.0283;31.2874;1.7088;0.8861;0.0484;0;;;
781;04-DAPI-1-40x-402ms.tif;NBL;0.0536;0.0536;48.6802;1.7105;2.6094;0.0917;0;;;
2280;15-DAPI-1-40x-402ms.tif;NBL;0.0443;0.0443;55.6176;1.7108;2.4622;0.0757;0;;;
310;02-DAPI-1-40x-402ms.tif;NBL;0.0253;0.0253;76.6738;1.7124;1.9385;0.0433;0;;;
693;03-DAPI-1-40x-402ms.tif;NBL;0.011;0.011;43.3267;1.7129;0.4748;0.0188;0;;;
1044;05-DAPI-1-40x-402ms.tif;NBL;0.0632;0.0632;39.7148;1.7131;2.508;0.1082;0;;;
223;02-DAPI-1-40x-402ms.tif;NBL;0.0208;0.0208;54.7917;1.7135;1.1415;0.0357;0;;;
1557;08-DAPI-1-40x-402ms.tif;NBL;0.0391;0.0391;35.5056;1.7139;1.3869;0.0669;0;;;
1580;08-DAPI-1-40x-402ms.tif;NBL;0.0281;0.0281;31.8224;1.7143;0.8943;0.0482;0;;;
1629;08-DAPI-1-40x-402ms.tif;NBL;0.0237;0.0237;26.656;1.7156;0.6305;0.0406;0;;;
36;01-DAPI-1-40x-402ms.tif;NBL;0.0191;0.0191;45.75;1.7159;0.8737;0.0328;0;;;
599;03-DAPI-1-40x-402ms.tif;NBL;0.0398;0.0398;65.5613;1.7166;2.6108;0.0684;0;;;
2233;15-DAPI-1-40x-402ms.tif;NBL;0.0833;0.0833;56.0703;1.7174;4.6725;0.1431;0;;;
290;02-DAPI-1-40x-402ms.tif;NBL;0.0551;0.0551;37.3819;1.7185;2.0605;0.0947;0;;;
2213;15-DAPI-1-40x-402ms.tif;NBL;0.0836;0.0836;73.3506;1.7195;6.1285;0.1437;0;;;
1586;08-DAPI-1-40x-402ms.tif;NBL;0.042;0.042;27.5039;1.7209;1.1549;0.0723;0;;;
767;04-DAPI-1-40x-402ms.tif;NBL;0.0533;0.0533;53.6415;1.721;2.8579;0.0917;0;;;
2456;16-DAPI-1-40x-402ms.tif;NBL;0.0528;0.0528;109.4394;1.7228;5.7831;0.091;0;;;
1003;05-DAPI-1-40x-402ms.tif;NBL;0.0381;0.0381;51.6382;1.7236;1.9667;0.0656;0;;;
1677;08-DAPI-1-40x-402ms.tif;NBL;0.0264;0.0264;28.9012;1.7243;0.762;0.0455;0;;;
1987;14-DAPI-1-40x-402ms.tif;NBL;0.0474;0.0474;60.1808;1.7254;2.8536;0.0818;0;;;
778;04-DAPI-1-40x-402ms.tif;NBL;0.0866;0.0866;41.4549;1.7256;3.5895;0.1494;0;;;
272;02-DAPI-1-40x-402ms.tif;NBL;0.0487;0.0487;37.5546;1.7261;1.8296;0.0841;0;;;
294;02-DAPI-1-40x-402ms.tif;NBL;0.0525;0.0525;38.2645;1.7273;2.0095;0.0907;0;;;
1031;05-DAPI-1-40x-402ms.tif;NBL;0.0386;0.0386;49.5562;1.7275;1.9143;0.0667;0;;;
870;04-DAPI-1-40x-402ms.tif;NBL;0.0212;0.0212;43.1846;1.7282;0.9137;0.0366;0;;;
1665;08-DAPI-1-40x-402ms.tif;NBL;0.0288;0.0288;28.8868;1.7283;0.8306;0.0497;0;;;
1275;06-DAPI-1-40x-402ms.tif;NBL;0.0262;0.0262;32.9585;1.7303;0.8619;0.0452;0;;;
275;02-DAPI-1-40x-402ms.tif;NBL;0.0291;0.0291;55.0784;1.7313;1.6017;0.0503;0;;;
15;01-DAPI-1-40x-402ms.tif;NBL;0.0194;0.0194;46.6592;1.7318;0.9062;0.0336;0;;;
557;03-DAPI-1-40x-402ms.tif;NBL;0.0523;0.0523;59.0041;1.7324;3.0859;0.0906;0;;;
2492;16-DAPI-1-40x-402ms.tif;NBL;0.048;0.048;86.4615;1.7353;4.1467;0.0832;0;;;
820;04-DAPI-1-40x-402ms.tif;NBL;0.0173;0.0173;52.5723;1.7358;0.907;0.0299;0;;;
1279;06-DAPI-1-40x-402ms.tif;NBL;0.1057;0.1057;23.3932;1.7361;2.4723;0.1835;0;;;
2223;15-DAPI-1-40x-402ms.tif;NBL;0.0463;0.0463;58.623;1.74;2.7161;0.0806;0;;;
57;01-DAPI-1-40x-402ms.tif;NBL;0.0493;0.0493;60.1542;1.7401;2.9633;0.0857;0;;;
111;01-DAPI-1-40x-402ms.tif;NBL;0.0334;0.0334;60.737;1.7403;2.0298;0.0582;0;;;
2432;16-DAPI-1-40x-402ms.tif;NBL;0.0473;0.0473;107.461;1.7408;5.0839;0.0824;0;;;
2403;16-DAPI-1-40x-402ms.tif;NBL;0.0654;0.0654;82.4527;1.7413;5.3949;0.1139;0;;;
1336;06-DAPI-1-40x-402ms.tif;NBL;0.0525;0.0525;29.5145;1.7417;1.55;0.0915;0;;;
236;02-DAPI-1-40x-402ms.tif;NBL;0.047;0.047;48.8614;1.7436;2.2957;0.0819;0;;;
2146;15-DAPI-1-40x-402ms.tif;NBL;0.0339;0.0339;78.2692;1.7436;2.6497;0.059;0;;;
1278;06-DAPI-1-40x-402ms.tif;NBL;0.0964;0.0964;24.2849;1.7444;2.34;0.1681;0;;;
788;04-DAPI-1-40x-402ms.tif;NBL;0.0705;0.0705;43.4262;1.7446;3.0628;0.123;0;;;
313;02-DAPI-1-40x-402ms.tif;NBL;0.0592;0.0592;55.6264;1.7454;3.2956;0.1034;0;;;
957;04-DAPI-1-40x-402ms.tif;NBL;0.0368;0.0368;52.3953;1.7463;1.9273;0.0642;0;;;
