"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","score"
"CR1L",0,11.5454710315059,0.296,0,0,"Erythroid-like","CR1L",3.41745942532574
"KEL",0,8.28085268870544,0.296,0.002,0,"Erythroid-like","KEL",2.45113239585681
"RHAG",0,9.62040335891501,0.282,0.001,0,"Erythroid-like","RHAG",2.71295374721403
"TRIM58",0,8.3208460684066,0.249,0.003,0,"Erythroid-like","TRIM58",2.07189067103324
"RHCE",0,8.28305216455445,0.239,0.002,0,"Erythroid-like","RHCE",1.97964946732851
"HBM",0,11.7120306840548,0.225,0,0,"Erythroid-like","HBM",2.63520690391232
"HBD",0,12.1682600636026,0.221,0,0,"Erythroid-like","HBD",2.68918547405618
"CPB1",0,9.12998585864679,0.192,0.001,0,"Erythroid-like","CPB1",1.75295728486018
"TMCC2",0,7.68077406509568,0.192,0.004,0,"Erythroid-like","TMCC2",1.47470862049837
"AHSP",0,11.1275982673304,0.169,0,0,"Erythroid-like","AHSP",1.88056410717884
"TFR2",0,6.79959013686716,0.169,0.003,0,"Erythroid-like","TFR2",1.14913073313055
"ACSL6",0,6.72374089053799,0.155,0.003,0,"Erythroid-like","ACSL6",1.04217983803339
"GYPB",0,8.68691515847669,0.127,0.001,0,"Erythroid-like","GYPB",1.10323822512654
"BEST3",0,10.317317083548,0.122,0,0,"Erythroid-like","BEST3",1.25871268419286
"GYPA",0,11.9353552453565,0.113,0,0,"Erythroid-like","GYPA",1.34869514272528
"TRIM10",0,11.0671371975955,0.113,0,0,"Erythroid-like","TRIM10",1.2505865033283
"MFSD2B",6.22151600122918e-306,6.26470186506271,0.169,0.004,1.83752475096304e-301,"Erythroid-like","MFSD2B",1.0587346151956
"FHDC11",1.39169732893495e-303,5.66599039285791,0.432,0.026,4.11037806100936e-299,"Erythroid-like","FHDC1",2.44770784971461
"SNCA",5.73733035733158e-298,5.556978650716,0.446,0.029,1.69452052103788e-293,"Erythroid-like","SNCA",2.47841247821933
"SPECC13",1.62419384333123e-279,5.04799625349979,0.592,0.055,4.79705651627878e-275,"Erythroid-like","SPECC1",2.98841378207187
"SLC14A1",6.03729840499714e-276,5.38202150018147,0.277,0.012,1.78311608391591e-271,"Erythroid-like","SLC14A1",1.49081995555027
"FECH",2.23366797340107e-274,5.80035503040702,0.338,0.018,6.59713835944006e-270,"Erythroid-like","FECH",1.96052000027757
"TLCD4",7.81833735390236e-274,5.97059429204483,0.357,0.02,2.30914593747506e-269,"Erythroid-like","TLCD4",2.13150216226
"TSPAN54",5.77872692593689e-270,5.30822150234625,0.85,0.13,1.70674699757546e-265,"Erythroid-like","TSPAN5",4.51198827699431
"CAT3",1.19870435690876e-244,5.3162234245751,0.601,0.065,3.54037331813003e-240,"Erythroid-like","CAT",3.19505027816964
"TRAK21",4.32354740843836e-237,4.95950680219757,0.624,0.073,1.27695972708227e-232,"Erythroid-like","TRAK2",3.09473224457128
"FAM117A",5.55710927426594e-224,4.83993258401466,0.408,0.031,1.64129222415444e-219,"Erythroid-like","FAM117A",1.97469249427798
"BSG",3.0636720243508e-223,5.68972953973531,0.465,0.042,9.04855532392008e-219,"Erythroid-like","BSG",2.64572423597692
"ART4",3.40738011065895e-222,5.83020219849135,0.178,0.006,1.00636971568312e-217,"Erythroid-like","ART4",1.03777599133146
"GCLC1",9.14407169313348e-222,4.96171771377418,0.512,0.051,2.70070157456697e-217,"Erythroid-like","GCLC",2.54039946945238
"GYPE",5.065039065296e-221,6.18570711942831,0.174,0.006,1.49595928793517e-216,"Erythroid-like","GYPE",1.07631303878053
"RBM38",1.55177865516446e-220,5.34581170027329,0.291,0.016,4.58317825802824e-216,"Erythroid-like","RBM38",1.55563120477953
"SMOX",2.93848184888156e-210,6.37734599214378,0.136,0.004,8.67880614067168e-206,"Erythroid-like","SMOX",0.867319054931554
"TESC",1.93884572314275e-206,5.54049110250941,0.221,0.01,5.72638084330212e-202,"Erythroid-like","TESC",1.22444853365458
"UBAC1",3.89845489143394e-204,5.36664802867632,0.394,0.032,1.15140865218501e-199,"Erythroid-like","UBAC1",2.11445932329847
"TAL1",4.02563928483413e-198,5.7118707019433,0.136,0.004,1.18897256277576e-193,"Erythroid-like","TAL1",0.776814415464289
"STRADB",9.22223945172314e-173,5.01054225337739,0.469,0.054,2.72378842206643e-168,"Erythroid-like","STRADB",2.34994431683399
"RANBP101",1.01586654793524e-172,4.85863608791662,0.521,0.067,3.00036184932672e-168,"Erythroid-like","RANBP10",2.53134940180456
"EIF2AK1",5.01297662252484e-171,4.66050087217708,0.493,0.06,1.48058264546271e-166,"Erythroid-like","EIF2AK1",2.2976269299833
"BLVRB1",4.22929919444938e-168,4.812000495764,0.441,0.049,1.24912351708063e-163,"Erythroid-like","BLVRB",2.12209221863192
"MBOAT25",5.88993903624186e-160,4.47832710128575,0.535,0.076,1.73959349435403e-155,"Erythroid-like","MBOAT2",2.39590499918788
"GLRX5",1.691915051028e-156,5.88227447093895,0.169,0.008,4.99707110321118e-152,"Erythroid-like","GLRX5",0.994104385588683
"CDC25C1",3.88495057691846e-155,5.58050856271566,0.16,0.007,1.14742015289287e-150,"Erythroid-like","CDC25C",0.892881370034505
"CENPF1",1.59115607783756e-154,4.88591198173323,0.286,0.022,4.69947947589325e-150,"Erythroid-like","CENPF",1.3973708267757
"MARCH35",4.834682247156e-150,4.10673336409594,0.554,0.084,1.42792340169752e-145,"Erythroid-like","MARCH3",2.27513028370915
"GATA1",3.99387404003694e-149,6.34563011605988,0.113,0.004,1.17959069772491e-144,"Erythroid-like","GATA1",0.717056203114766
"SLC25A39",7.96246943000122e-146,5.48143920230273,0.239,0.016,2.35171534615086e-141,"Erythroid-like","SLC25A39",1.31006396935035
"TOP2A1",9.77870104893493e-145,4.87313895555984,0.272,0.021,2.88813935480293e-140,"Erythroid-like","TOP2A",1.32549379591228
"PRC11",1.20311829364361e-144,5.08748997673829,0.235,0.016,3.55340988027641e-140,"Erythroid-like","PRC1",1.1955601445335
"HMBS",6.76734999873258e-142,5.84489462696157,0.136,0.005,1.99873682212567e-137,"Erythroid-like","HMBS",0.794905669266774
"FBXO7",7.30743281841242e-134,4.26064351447759,0.479,0.07,2.15825028291811e-129,"Erythroid-like","FBXO7",2.04084824343476
"MKI672",1.30682025340532e-133,4.42584926166043,0.286,0.025,3.85969361843261e-129,"Erythroid-like","MKI67",1.26579288883488
"PPME11",2.54243091271354e-131,4.51585038007169,0.488,0.075,7.50906970069945e-127,"Erythroid-like","PPME1",2.20373498547499
"SLC25A21",6.83007501778272e-131,5.72439245308108,0.235,0.017,2.01726265650213e-126,"Erythroid-like","SLC25A21",1.34523222647405
"SLC22A235",2.41404340134296e-129,3.59808571888461,0.643,0.135,7.12987718586643e-125,"Erythroid-like","SLC22A23",2.3135691172428
"CD365",4.08572099165251e-127,3.58725635880529,0.549,0.095,1.20671769488457e-122,"Erythroid-like","CD36",1.9694037409841
"CLK3",4.21762168656288e-124,4.87757216261531,0.315,0.033,1.24567456512635e-119,"Erythroid-like","CLK3",1.53643523122382
"MOB1B3",1.82997669491989e-123,4.162119696988,0.563,0.108,5.40483616844591e-119,"Erythroid-like","MOB1B",2.34327338940424
"HECTD43",2.12197388893641e-120,3.96944651517795,0.718,0.198,6.26724988097369e-116,"Erythroid-like","HECTD4",2.85006259789777
"EPB415",2.20958674010759e-120,3.72059442103074,0.714,0.187,6.52601443690776e-116,"Erythroid-like","EPB41",2.65650441661595
"ADD2",9.63091618631046e-119,5.56568857472446,0.113,0.004,2.84449109562679e-114,"Erythroid-like","ADD2",0.628922808943863
"TFRC2",2.32388135293706e-117,2.63145855964736,0.662,0.143,6.86358357589961e-113,"Erythroid-like","TFRC",1.74202556648655
"TMOD12",7.19601313885693e-117,4.36680455917988,0.244,0.021,2.12534248056139e-112,"Erythroid-like","TMOD1",1.06550031243989
"NCAPG1",2.65850559291175e-112,4.94109346634101,0.202,0.015,7.85189626866485e-108,"Erythroid-like","NCAPG",0.998100880200884
"TMEM131L7",6.32208259541294e-112,3.58124364503785,0.662,0.165,1.86722709455521e-107,"Erythroid-like","TMEM131L",2.37078329301505
"MINPP1",6.12060613637482e-111,4.80151427730264,0.254,0.023,1.8077210223783e-106,"Erythroid-like","MINPP1",1.21958462643487
"CPOX",1.68989158942357e-106,4.62814236953747,0.211,0.017,4.99109480936251e-102,"Erythroid-like","CPOX",0.976538039972405
"E2F21",1.91147459310783e-105,5.48329559623069,0.127,0.006,5.64554021074397e-101,"Erythroid-like","E2F2",0.696378540721297
"USP156",7.57574195686483e-104,3.49862964112806,0.831,0.333,2.23749538696003e-99,"Erythroid-like","USP15",2.90736123177742
"TAB3",1.16843355691869e-103,4.56966202390991,0.347,0.047,3.45096851035936e-99,"Erythroid-like","TAB3",1.58567272229674
"SUCO2",3.3517286756887e-102,4.59980884145357,0.531,0.112,9.89933064364659e-98,"Erythroid-like","SUCO",2.44249849481184
"RAPGEF24",5.5658984551288e-101,3.75271919538248,0.803,0.312,1.64388810872229e-96,"Erythroid-like","RAPGEF2",3.01343351389213
"MXI11",9.93520939157662e-101,3.8991995886982,0.413,0.067,2.93436409380216e-96,"Erythroid-like","MXI1",1.61036943013236
"RAP1GAP1",9.97547018990521e-100,5.1803099842219,0.188,0.014,2.9462551205885e-95,"Erythroid-like","RAP1GAP",0.973898277033717
"HJURP1",4.21856616660366e-98,5.47860234338599,0.122,0.006,1.24595351730639e-93,"Erythroid-like","HJURP",0.668389485893091
"TPX21",8.05762264898594e-98,5.07981651781791,0.178,0.013,2.379818849378e-93,"Erythroid-like","TPX2",0.904207340171588
"DENND4A6",2.91612298487907e-97,3.32048442563761,0.784,0.295,8.61276923584032e-93,"Erythroid-like","DENND4A",2.60325978969989
"BMP2K5",2.37942978012742e-94,3.19815213149086,0.695,0.217,7.02764585560633e-90,"Erythroid-like","BMP2K",2.22271573138615
"NARF1",2.17659813287618e-92,4.09106150527854,0.38,0.061,6.42858258544979e-88,"Erythroid-like","NARF",1.55460337200585
"MACO13",6.66077073365992e-91,4.57138206189315,0.455,0.091,1.96725863618646e-86,"Erythroid-like","MACO1",2.07997883816138
"CENPE2",8.91630623018357e-89,4.64619767997234,0.249,0.027,2.63343104508472e-84,"Erythroid-like","CENPE",1.15690322231311
"NUSAP11",1.60285849044287e-88,4.43832507025242,0.216,0.021,4.73404255152302e-84,"Erythroid-like","NUSAP1",0.958678215174522
"CIT1",3.29416755012939e-88,4.47675594953196,0.268,0.032,9.72932385930715e-84,"Erythroid-like","CIT",1.19977059447457
"WNK13",4.86028989214667e-88,3.15903429646628,0.784,0.335,1.43548661964552e-83,"Erythroid-like","WNK1",2.47668288842956
"TOP12",9.51490980018211e-85,3.43849622047776,0.751,0.303,2.81022860948379e-80,"Erythroid-like","TOP1",2.5823106615788
"STAG25",1.09209360872401e-83,3.71777421685743,0.427,0.084,3.22549847336636e-79,"Erythroid-like","STAG2",1.58748959059812
"ABCC44",4.65328199503551e-82,3.71589413095569,0.516,0.125,1.37434683723374e-77,"Erythroid-like","ABCC4",1.91740137157314
"ERMAP",4.02143510703314e-81,4.93811528443534,0.211,0.022,1.18773085886224e-76,"Erythroid-like","ERMAP",1.04194232501586
"RIPOR31",1.36760450192029e-80,3.81226995271303,0.277,0.037,4.03921989642157e-76,"Erythroid-like","RIPOR3",1.05599877690151
"ABCB10",2.30738033714263e-80,3.93797549391193,0.31,0.046,6.81484782575075e-76,"Erythroid-like","ABCB10",1.2207724031127
"RHD",2.60965482135183e-80,4.14695654180654,0.23,0.026,7.70761551486263e-76,"Erythroid-like","RHD",0.953800004615503
"CDC273",2.86249727675246e-79,3.31288069378968,0.568,0.164,8.4543857068884e-75,"Erythroid-like","CDC27",1.88171623407254
"KIF231",9.44646054119843e-79,4.97245492470972,0.15,0.012,2.79001212084296e-74,"Erythroid-like","KIF23",0.745868238706458
"ANP32B1",3.44057065114626e-78,3.91509342740129,0.366,0.065,1.01617254181605e-73,"Erythroid-like","ANP32B",1.43292419442887
"NCOA4",3.92550025043581e-78,4.32561784164214,0.296,0.043,1.15939649896622e-73,"Erythroid-like","NCOA4",1.28038288112607
"CDK11",1.08915733342286e-77,5.07080762973756,0.131,0.009,3.21682618426442e-73,"Erythroid-like","CDK1",0.66427579949562
"DLGAP51",5.35753177022649e-77,4.8116150076432,0.127,0.009,1.58234700833639e-72,"Erythroid-like","DLGAP5",0.611075105970686
"DNAJC6",1.87517527681673e-76,4.92482394630524,0.197,0.02,5.53833018007821e-72,"Erythroid-like","DNAJC6",0.970190317422133
"TTK1",1.03194487681418e-75,5.62986472890833,0.113,0.007,3.04784919367067e-71,"Erythroid-like","TTK",0.636174714366641
"DEPDC1B1",1.38712421662203e-75,4.84201658793739,0.141,0.011,4.09687137379317e-71,"Erythroid-like","DEPDC1B",0.682724338899173
"ATG4A",6.14652596652152e-75,4.71986659131555,0.178,0.017,1.81537644421213e-70,"Erythroid-like","ATG4A",0.840136253254168
"KIF111",6.27564388921388e-75,4.27398283913329,0.197,0.02,1.85351142267932e-70,"Erythroid-like","KIF11",0.841974619309259
"MICAL37",9.0662760793664e-74,3.45780129210838,0.408,0.084,2.67772464004087e-69,"Erythroid-like","MICAL3",1.41078292718022
"STAM6",2.32724381881542e-72,3.89328978234053,0.479,0.121,6.87351461887136e-68,"Erythroid-like","STAM",1.86488580574111
"XPO72",2.65671851347704e-72,4.82208853549048,0.423,0.096,7.84661812955445e-68,"Erythroid-like","XPO7",2.03974345051247
"RB1CC11",3.58874261797528e-72,3.24603197942307,0.629,0.223,1.059935132219e-67,"Erythroid-like","RB1CC1",2.04175411505711
"KNL12",4.73776920137555e-71,4.28452591509748,0.188,0.02,1.39930013362627e-66,"Erythroid-like","KNL1",0.805490872038327
"MARK31",2.691298234082e-70,3.02025319200029,0.751,0.362,7.94874933436118e-66,"Erythroid-like","MARK3",2.26821014719222
"MAP2K31",3.6750310361243e-69,3.62792432045176,0.362,0.07,1.08542041651931e-64,"Erythroid-like","MAP2K3",1.31330860400354
"ZNF4514",1.01990008493183e-68,3.34645726186071,0.545,0.166,3.01227490084615e-64,"Erythroid-like","ZNF451",1.82381920771409
"TFDP11",2.2783925204146e-68,3.75180364157117,0.319,0.056,6.72923230904451e-64,"Erythroid-like","TFDP1",1.1968253616612
"SLC7A52",1.60630145189181e-67,3.54048553515029,0.258,0.037,4.74421133816247e-63,"Erythroid-like","SLC7A5",0.913445268068774
"CDCA21",3.17987437280195e-67,4.73445127337426,0.113,0.008,9.39175896007056e-63,"Erythroid-like","CDCA2",0.534992993891292
"YOD1",4.7406292420337e-67,4.57117307685501,0.155,0.014,1.40014484663465e-62,"Erythroid-like","YOD1",0.708531826912527
"KIF141",3.25447906220107e-66,4.64934943180966,0.15,0.014,9.61210391021087e-62,"Erythroid-like","KIF14",0.697402414771449
"PCNT3",3.55667492888934e-66,3.47665898380239,0.394,0.086,1.05046394024747e-61,"Erythroid-like","PCNT",1.36980363961814
"ALAD",7.04504895615218e-66,4.60217552817225,0.155,0.015,2.08075520919955e-61,"Erythroid-like","ALAD",0.713337206866699
"DIAPH33",7.28124307246242e-65,4.04056005445183,0.3,0.052,2.15051514145177e-60,"Erythroid-like","DIAPH3",1.21216801633555
"SSX2IP",9.96469736196634e-65,4.54343186045465,0.16,0.016,2.94307336585676e-60,"Erythroid-like","SSX2IP",0.726949097672744
"RAB11A5",7.99839247389372e-64,2.99819793748216,0.653,0.266,2.36232521716451e-59,"Erythroid-like","RAB11A",1.95782325317585
"PHLPP2",2.02306600472987e-62,4.36243949980888,0.239,0.035,5.97512544496968e-58,"Erythroid-like","PHLPP2",1.04262304045432
"PSMF11",1.96840911080335e-61,3.55908469395731,0.362,0.078,5.81369630875769e-57,"Erythroid-like","PSMF1",1.28838865921255
"HERC14",1.59179763548676e-60,2.88206499050402,0.709,0.346,4.70137431641013e-56,"Erythroid-like","HERC1",2.04338407826735
"RPIA",4.32417655693898e-60,4.47766362724285,0.164,0.018,1.27714554609193e-55,"Erythroid-like","RPIA",0.734336834867828
"FBXO30",6.36294980465443e-60,5.0971549767682,0.169,0.019,1.87929722480469e-55,"Erythroid-like","FBXO30",0.861419191073826
"POLQ2",2.00465074932096e-59,3.89170512134477,0.178,0.021,5.92073598811947e-55,"Erythroid-like","POLQ",0.69272351159937
"EZH23",2.11152494526139e-59,3.8499883430551,0.333,0.068,6.23638892582951e-55,"Erythroid-like","EZH2",1.28204611823735
"KIF18B1",2.58594504848068e-59,4.50481057397847,0.127,0.011,7.63758870068769e-55,"Erythroid-like","KIF18B",0.572110942895266
"JAZF17",4.62694758164223e-59,3.00428797170741,0.629,0.261,1.36656896823803e-54,"Erythroid-like","JAZF1",1.88969713420396
"NPRL3",3.31442232600077e-57,3.56888327667051,0.305,0.059,9.78914633984329e-53,"Erythroid-like","NPRL3",1.08850939938451
"ARHGEF126",1.45984967053307e-56,3.20290347017386,0.577,0.219,4.31166600191943e-52,"Erythroid-like","ARHGEF12",1.84807530229031
"MELK1",3.21253932787521e-56,4.32439470763452,0.155,0.017,9.48823490487942e-52,"Erythroid-like","MELK",0.670281179683351
"SEC623",5.26219726213335e-56,3.32547546654594,0.441,0.125,1.55418996137108e-51,"Erythroid-like","SEC62",1.46653468074676
"KIF151",6.84451680462228e-56,4.51873407109262,0.131,0.012,2.02152803824519e-51,"Erythroid-like","KIF15",0.591954163313133
"PIP4K2A6",1.89566912601434e-55,2.65048647339308,0.695,0.309,5.59885876368336e-51,"Erythroid-like","PIP4K2A",1.84208809900819
"OSBP2",8.35070349641249e-55,3.55608900786499,0.249,0.041,2.46638027766543e-50,"Erythroid-like","OSBP2",0.885466162958383
"UIMC14",1.37912438124972e-54,3.4313922293697,0.446,0.131,4.07324386002106e-50,"Erythroid-like","UIMC1",1.53040093429889
"BUB1B1",7.48656341647907e-54,4.27912408506968,0.141,0.014,2.21115650505709e-49,"Erythroid-like","BUB1B",0.603356495994825
"MAN1A14",1.55585069895893e-53,2.81646286202389,0.624,0.256,4.5952050393752e-49,"Erythroid-like","MAN1A1",1.7574728259029
"PIGQ",4.13515807760107e-53,4.49451381102695,0.155,0.018,1.22131893821948e-48,"Erythroid-like","PIGQ",0.696649640709178
"ANLN1",6.85445969539972e-53,4.028289169578,0.141,0.015,2.02446467103631e-48,"Erythroid-like","ANLN",0.567988772910498
"ZNF451-AS1",3.2118971343166e-52,3.75459239260461,0.305,0.064,9.48633818620407e-48,"Erythroid-like","ZNF451-AS1",1.14515067974441
"GDPD5",3.81481868540788e-51,3.90654273236224,0.146,0.016,1.12670669873522e-46,"Erythroid-like","GDPD5",0.570355238924887
"DDI22",2.82538313882556e-49,3.24135111827438,0.371,0.098,8.34476910052129e-45,"Erythroid-like","DDI2",1.2025412648798
"MAP4K54",9.9727892800266e-49,2.95148573481835,0.507,0.185,2.94546331385586e-44,"Erythroid-like","MAP4K5",1.49640326755291
"CCS",1.11988849777165e-48,4.05954210999549,0.197,0.03,3.30759067816857e-44,"Erythroid-like","CCS",0.799729795669112
"UBR25",2.77190437355978e-47,2.73658977345163,0.606,0.279,8.18681956730881e-43,"Erythroid-like","UBR2",1.65837340271169
"VPS13B5",4.34944006576308e-47,2.20707439224434,0.732,0.46,1.28460712342312e-42,"Erythroid-like","VPS13B",1.61557845512286
"DPF31",6.12617021963207e-47,4.01411473823515,0.141,0.016,1.80936437436833e-42,"Erythroid-like","DPF3",0.565990178091157
"C21orf582",9.59506985674222e-47,4.25658077922017,0.155,0.02,2.83390388218881e-42,"Erythroid-like","C21orf58",0.659770020779127
"GYPC",2.62764338519127e-46,3.48838844067185,0.221,0.038,7.76074473816241e-42,"Erythroid-like","GYPC",0.77093384538848
"CPEB43",2.36785369417382e-45,2.94982107918765,0.526,0.207,6.99345588574237e-41,"Erythroid-like","CPEB4",1.55160588765271
"UBR43",7.78949724222133e-45,2.8290209257377,0.488,0.18,2.30062801049007e-40,"Erythroid-like","UBR4",1.38056221176
"CKAP21",1.56473846964472e-44,3.89156110008115,0.155,0.02,4.62145507009568e-40,"Erythroid-like","CKAP2",0.603191970512579
"USP323",2.09548512574755e-44,2.53809196495013,0.554,0.238,6.18901531889539e-40,"Erythroid-like","USP32",1.40610294858237
"BSDC1",2.15988340274269e-44,3.40722293639179,0.3,0.07,6.37921563000053e-40,"Erythroid-like","BSDC1",1.02216688091754
"PNP",3.10776760378474e-44,4.82346365915812,0.108,0.01,9.17879161777823e-40,"Erythroid-like","PNP",0.520934075189077
"FGFR1OP23",5.11775916087585e-44,3.16391870791844,0.352,0.095,1.51153016816468e-39,"Erythroid-like","FGFR1OP2",1.11369938518729
"NCAPG22",1.23814845552452e-43,3.8099899974755,0.197,0.032,3.65687146339168e-39,"Erythroid-like","NCAPG2",0.750568029502674
"ATG14",1.90607852028039e-43,3.87683620912628,0.254,0.052,5.62960290964812e-39,"Erythroid-like","ATG14",0.984716397118074
"SLC22A41",8.99199721485736e-43,4.15170782041292,0.174,0.026,2.65578637740812e-38,"Erythroid-like","SLC22A4",0.722397160751848
"STIL1",9.96533019423115e-43,4.24677140781207,0.127,0.015,2.94326027286617e-38,"Erythroid-like","STIL",0.539339968792133
"UBE2H3",1.10377466229505e-42,2.81734305455806,0.601,0.299,3.25999846508843e-38,"Erythroid-like","UBE2H",1.69322317578939
"EP3004",3.79177275541715e-41,2.95732819103682,0.502,0.206,1.11990008331246e-36,"Erythroid-like","EP300",1.48457875190048
"USP73",7.62148826331318e-41,3.25253894763561,0.366,0.11,2.25100655856955e-36,"Erythroid-like","USP7",1.19042925483463
"FNBP1L4",8.70447827120356e-41,3.12853430527024,0.38,0.117,2.57086765739997e-36,"Erythroid-like","FNBP1L",1.18884303600269
"KIF4A1",1.06968919526761e-40,4.10805587785525,0.113,0.012,3.15932703822288e-36,"Erythroid-like","KIF4A",0.464210314197643
"RABGAP1L6",2.75148563094968e-40,1.89129066919032,0.728,0.465,8.12651281100988e-36,"Erythroid-like","RABGAP1L",1.37685960717055
"KIF18A1",4.89527166846929e-40,4.54526022551494,0.122,0.014,1.4458184872824e-35,"Erythroid-like","KIF18A",0.554521747512823
"SLC66A22",9.69404210149306e-40,3.47283023640936,0.315,0.084,2.86313533467598e-35,"Erythroid-like","SLC66A2",1.09394152446895
"MPP12",1.52122938342465e-39,3.36441688127526,0.211,0.04,4.49295098394471e-35,"Erythroid-like","MPP1",0.70989196194908
"MOSPD1",6.305070386849e-39,4.44415486587436,0.122,0.015,1.86220253875585e-34,"Erythroid-like","MOSPD1",0.542186893636672
"QSOX2",7.92806619426102e-39,3.96552619318567,0.146,0.02,2.34155435047499e-34,"Erythroid-like","QSOX2",0.578966824205108
"CA31",2.52719361765119e-38,4.00430497658497,0.183,0.032,7.46406634973279e-34,"Erythroid-like","CA3",0.73278781071505
"UBE2O1",7.23184403288492e-38,3.5870931296409,0.263,0.062,2.13592513511256e-33,"Erythroid-like","UBE2O",0.943405493095557
"RACGAP11",2.28367164372714e-37,3.86589465699219,0.15,0.022,6.74482419974811e-33,"Erythroid-like","RACGAP1",0.579884198548829
"CDYL9",8.70134715056653e-37,2.6727483258361,0.404,0.14,2.56994288091982e-32,"Erythroid-like","CDYL",1.07979032363778
"CCNF1",3.52431625218634e-36,3.83939707281859,0.113,0.013,1.04090680508323e-31,"Erythroid-like","CCNF",0.4338518692285
"ATAD22",4.90625756103541e-36,3.26903869157164,0.272,0.068,1.44906317065181e-31,"Erythroid-like","ATAD2",0.889178524107487
"PIM1",6.77431524458457e-36,3.75690129683643,0.188,0.035,2.00079400748805e-31,"Erythroid-like","PIM1",0.706297443805249
"ASAP16",8.13787468316284e-36,1.91929838339018,0.629,0.352,2.40352128767214e-31,"Erythroid-like","ASAP1",1.20723868315243
"USP123",1.46096461884496e-35,3.09748319924565,0.376,0.128,4.31495900175858e-31,"Erythroid-like","USP12",1.16465368291636
"SLF12",1.72261593561838e-35,3.40178470602819,0.272,0.069,5.08774616584888e-31,"Erythroid-like","SLF1",0.925285440039668
"CLCN33",1.95101790487134e-35,3.00029427608017,0.315,0.09,5.76233138203751e-31,"Erythroid-like","CLCN3",0.945092696965254
"SMC44",4.76418549237461e-35,2.97637360861837,0.343,0.105,1.40710218517284e-30,"Erythroid-like","SMC4",1.0208961477561
"SGO21",1.68735599509804e-34,3.9259905772763,0.117,0.015,4.98360593152205e-30,"Erythroid-like","SGO2",0.459340897541327
"KAT2B6",2.02485345217504e-34,2.25405183347704,0.39,0.13,5.98040467099898e-30,"Erythroid-like","KAT2B",0.879080215056047
"ASPM2",2.41419783736399e-33,3.07402320862998,0.141,0.022,7.13033331265455e-29,"Erythroid-like","ASPM",0.433437272416828
"WRN3",2.56152845764724e-33,2.92184955431476,0.371,0.129,7.56547429966112e-29,"Erythroid-like","WRN",1.08400618465077
"SSBP37",2.8023561596298e-33,2.53267653185311,0.394,0.142,8.2767589174666e-29,"Erythroid-like","SSBP3",0.997874553550127
"NCAPD32",3.44560052446829e-33,3.15774022384799,0.192,0.038,1.01765811490171e-28,"Erythroid-like","NCAPD3",0.606286122978814
"ATG2B3",5.68522920344224e-33,3.07252810956508,0.324,0.101,1.67913244523667e-28,"Erythroid-like","ATG2B",0.995499107499086
"DNAJA41",6.15084402557755e-33,2.84267419660785,0.169,0.03,1.81665178295433e-28,"Erythroid-like","DNAJA4",0.480411939226727
"TANGO21",9.14064713579958e-33,3.07340998235808,0.254,0.063,2.69969013155841e-28,"Erythroid-like","TANGO2",0.780646135518951
"GUK1",2.93141178931996e-32,3.45899530115254,0.207,0.045,8.65792471975651e-28,"Erythroid-like","GUK1",0.716012027338575
"TCP11L21",4.22002008082576e-32,3.93037161835273,0.207,0.046,1.24638293087189e-27,"Erythroid-like","TCP11L2",0.813586924999015
"P4HA3",4.86349822693481e-32,3.95561130390629,0.211,0.047,1.4364342013252e-27,"Erythroid-like","P4HA3",0.834633985124227
"MED251",8.33327398064909e-32,3.42421779843488,0.197,0.042,2.46123247018471e-27,"Erythroid-like","MED25",0.674570906291671
"CENPI1",1.77435091236291e-31,4.02556905861325,0.103,0.013,5.24054541966384e-27,"Erythroid-like","CENPI",0.414633613037165
"GPCPD12",7.16092235859139e-31,2.13535116778181,0.554,0.282,2.11497841860997e-26,"Erythroid-like","GPCPD1",1.18298454695113
"LTBP14",1.93923797665296e-30,2.50188530407705,0.282,0.079,5.72753936404451e-26,"Erythroid-like","LTBP1",0.705531655749729
"TFDP23",2.94811306599054e-30,2.61308950337708,0.385,0.145,8.70725194040307e-26,"Erythroid-like","TFDP2",1.00603945880017
"RIOK33",5.79125492102454e-30,2.95567304051425,0.362,0.134,1.7104471409246e-25,"Erythroid-like","RIOK3",1.06995364066616
"DIPK2A1",1.99197511305888e-29,4.05557072581309,0.169,0.034,5.88329849641941e-25,"Erythroid-like","DIPK2A",0.685391452662412
"LBR4",2.370772800311e-29,2.93667328203352,0.249,0.066,7.00207746571854e-25,"Erythroid-like","LBR",0.731231647226346
"ARHGAP11B1",2.61564244914195e-29,3.21993893863718,0.146,0.025,7.72529997354074e-25,"Erythroid-like","ARHGAP11B",0.470111085041028
"PLEKHH3",3.00923791660399e-29,3.70127406686133,0.146,0.026,8.88778418668988e-25,"Erythroid-like","PLEKHH3",0.540386013761754
"ZMYND85",2.74198858163632e-28,2.42820774318951,0.441,0.197,8.09846327586286e-24,"Erythroid-like","ZMYND8",1.07083961474657
"PIP5K1B4",4.60542696305622e-28,2.36371154039486,0.366,0.136,1.36021285353865e-23,"Erythroid-like","PIP5K1B",0.86511842378452
"FOXO32",6.37427160077527e-28,2.21922633675719,0.573,0.331,1.88264111728898e-23,"Erythroid-like","FOXO3",1.27161669096187
"DBF41",4.28517569476503e-27,3.26702940799516,0.164,0.034,1.26562664144885e-22,"Erythroid-like","DBF4",0.535792822911206
